"numéro de commande";"numéro client";"contenu de la commande";montant;"date de la commande";"point de livraison"
20200405001;20200405001;" Butternut kuia  1x3.50=3.5

 Pastanarreak 800g 1x2.40=2.4

 Portobello onddoak  1x2.70=2.7

 Azalore  1x3.30=3.3

";11.9;2020-04-05;Bidart-Biarritz-Anglet
